_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,predicted,text_no_rt,tweet
204691124,false,finalized,4,10/5/2012 03:13:32,Personal only,0.4997,,Informative (Indirect),"Guy just asked if Brees would agree to boxing match w/Peyton Manning to raise $ for tornado relief. Brees: ""There's gotta...","RT @WRCBsports: Guy just asked if Brees would agree to boxing match w/Peyton Manning to raise $ for tornado relief. Brees: ""There's gotta..."
204691125,false,finalized,3,10/4/2012 17:12:42,Informative (Direct or Indirect),0.6379,,Informative (Indirect),7:22 Oklahoma Medical Examiners office sent out a correction.. 4 dead. Not seven. #okwx,RT @tornadoquest: RT @kjrh2hd: 7:22 Oklahoma Medical Examiners office sent out a correction.. 4 dead. Not seven. #okwx
204691126,false,finalized,4,10/4/2012 02:24:21,Informative (Direct or Indirect),0.773,,Informative (Indirect),7:22 Oklahoma Medical Examiners office sent out a correction.. 4 dead. Not seven. #okwx,RT @tornadoquest: RT @kjrh2hd: 7:22 Oklahoma Medical Examiners office sent out a correction.. 4 dead. Not seven. #okwx
204691127,false,finalized,4,10/4/2012 19:37:59,Personal only,0.743,,Informative (Indirect),@Lawrence take #bigoil tax breaks to pay for #tornado aid.,RT @jpe33180: @Lawrence take #bigoil tax breaks to pay for #tornado aid.
204691128,false,finalized,7,10/5/2012 12:07:18,Informative (Direct or Indirect),0.4101,,Informative (Direct),Just got word that One State. One Spirit. One Mizzou. Tornado Relief shirts are selling quickly. Over 1200 sold in  ...,RT @MIZZOUHOOPSSID: Just got word that One State. One Spirit. One Mizzou. Tornado Relief shirts are selling quickly. Over 1200 sold in  ...
204691129,false,finalized,5,10/4/2012 19:39:14,Informative (Direct or Indirect),0.7664,,Informative (Direct),Tornado watch issued for the #Joplin area until 3AM local time. #mowx,Tornado watch issued for the #Joplin area until 3AM local time. #mowx
204691130,false,finalized,3,10/4/2012 19:09:42,Informative (Indirect),0.645,,Informative (Indirect),TORNADO WARNING issued for parts of CHAUTAUQUA; MONTGOMERY counties in KS until 08:15 PM CT - http://wx4.me/KICTT0029,TORNADO WARNING issued for parts of CHAUTAUQUA; MONTGOMERY counties in KS until 08:15 PM CT - http://wx4.me/KICTT0029
204691131,false,finalized,3,10/5/2012 00:11:30,Personal only,0.6815,,Informative (Direct),Thanx for coming together to help #Joplin tornado victims! Colts & Red Cross filled 2 semis with water & diapers!!,RT @kaylawininger: Thanx for coming together to help #Joplin tornado victims! Colts & Red Cross filled 2 semis with water & diapers!!
204691132,false,finalized,3,10/3/2012 01:46:57,Personal only,0.6,,Informative (Direct),Crazy storms this year. #tornado,Crazy storms this year. #tornado
204691133,false,finalized,5,10/5/2012 05:07:22,Informative (Indirect),0.4626,,Informative (Direct),Alert: Tornado Warning: Denton; SE Wise counties. Thru 815pm. Justin Ponder Northlake Bartonville take cover NOW. #txwx,RT @WxChris2011: Alert: Tornado Warning: Denton; SE Wise counties. Thru 815pm. Justin Ponder Northlake Bartonville take cover NOW. #txwx
204691134,false,finalized,3,10/3/2012 05:15:06,Informative (Indirect),0.6042,,Informative (Direct),Tornado spotted on the ground near Azle area says @CBS11Larry,RT @cbs11news: Tornado spotted on the ground near Azle area says @CBS11Larry
204691135,false,finalized,3,10/5/2012 13:33:16,Informative (Indirect),1.0,,Informative (Direct),Joplin Tornado: 1500 Unaccounted http://t.co/Axruf1N,Joplin Tornado: 1500 Unaccounted http://t.co/Axruf1N
204691136,false,finalized,3,10/6/2012 03:11:03,Personal only,1.0,,Informative (Indirect),Saying an extra prayer for Red Crossers. Be safe! People are counting on you. #RedCross #Joplin,Saying an extra prayer for Red Crossers. Be safe! People are counting on you. #RedCross #Joplin
204691137,false,finalized,3,10/4/2012 01:56:28,Informative (Direct),0.6412,,Informative (Indirect),10% of #Joplin customers have service restored; mostly on south-side. Rebuilding fiber along 32nd St. to connect Range Line to the south.,10% of #Joplin customers have service restored; mostly on south-side. Rebuilding fiber along 32nd St. to connect Range Line to the south.
204691138,false,finalized,3,10/3/2012 01:35:55,Informative (Direct),0.4,,Informative (Indirect),Tornado reported in NE Parker Co. TX near Springtown.  Spotter 3 miles ENE of Eagle Mtn. TX (Tarrant County) seeing a ...,RT @TWCBreaking: Tornado reported in NE Parker Co. TX near Springtown.  Spotter 3 miles ENE of Eagle Mtn. TX (Tarrant County) seeing a ...
204691139,false,finalized,3,10/5/2012 13:34:56,Informative (Direct or Indirect),1.0,,Informative (Direct),Apparently Wyandotte County is under a Tornado Watch. This all of a sudden got 100 times scarier.,Apparently Wyandotte County is under a Tornado Watch. This all of a sudden got 100 times scarier.
204691140,false,finalized,4,10/5/2012 01:16:48,Other,0.5465,,Informative (Direct),American Red Cross: Greater Ozarks Chapter needs cleaning supplies. PLEASE NO MORE BOTTLED WATER. #Joplin,American Red Cross: Greater Ozarks Chapter needs cleaning supplies. PLEASE NO MORE BOTTLED WATER. #Joplin
204691141,false,finalized,4,10/5/2012 03:53:53,Informative (Indirect),0.6997,,Informative (Indirect),Tornado ON THE GROUND with debris near Azle. @wfaaweather @wfaaweathertoo,Tornado ON THE GROUND with debris near Azle. @wfaaweather @wfaaweathertoo
204691142,false,finalized,3,10/4/2012 07:45:28,Informative (Indirect),1.0,,Informative (Direct),#Tornado reported in Springtown Texas. Very close to a direct hit of the city. No word on damage or injuries. #TXWX Fo ...,RT @weathertrek: #Tornado reported in Springtown Texas. Very close to a direct hit of the city. No word on damage or injuries. #TXWX Fo ...
204691143,false,finalized,4,10/5/2012 02:54:26,Informative (Indirect),0.5153,,Informative (Direct),#Tornado reported in Springtown Texas. Very close to a direct hit of the city. No word on damage or injuries. #TXWX Fo ...,RT @weathertrek: #Tornado reported in Springtown Texas. Very close to a direct hit of the city. No word on damage or injuries. #TXWX Fo ...
204691144,false,finalized,3,10/5/2012 21:30:32,Other,1.0,,Informative (Indirect),@aln_84 ÃƒÂ¥ÃƒÂ€QuÃƒÂŒÃ‚Â© pedernal mi niÃƒÂŒÃ‚Â±o? En las noticias hablaron de un tornado por allÃƒÂŒÃƒÂ ÃƒÂ¥ÃƒÂ€todo bien?,@aln_84 ÃƒÂ¥ÃƒÂ€QuÃƒÂŒÃ‚Â© pedernal mi niÃƒÂŒÃ‚Â±o? En las noticias hablaron de un tornado por allÃƒÂŒÃƒÂ ÃƒÂ¥ÃƒÂ€todo bien?
204691145,false,finalized,3,10/4/2012 14:07:09,Informative (Direct),0.6031,,Informative (Indirect),Tornado sirens are going off over here!!  better take cover.  Sorry weather...,Tornado sirens are going off over here!!  better take cover.  Sorry weather...
204691146,false,finalized,4,10/5/2012 03:50:52,Informative (Direct),0.5184,,Informative (Indirect),Death toll in OK now stands at 7 according to AP. #okwx,Death toll in OK now stands at 7 according to AP. #okwx
204691147,false,finalized,3,10/6/2012 03:29:19,Personal only,0.6693,,Informative (Direct),please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691148,false,finalized,3,10/6/2012 03:35:03,Informative (Direct or Indirect),1.0,,Informative (Indirect),Possible debris ball on radar near Little #Oklahoma. This cell looks very dangerous. Okemah OK seek shelter! #OKWX,Possible debris ball on radar near Little #Oklahoma. This cell looks very dangerous. Okemah OK seek shelter! #OKWX
204691149,false,finalized,4,10/4/2012 08:14:02,Informative (Direct or Indirect),0.4807,,Informative (Indirect),#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?,RT @barbraBRYCEand: #ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?
204691150,false,finalized,4,10/5/2012 15:47:34,Informative (Direct),0.5269,,Informative (Direct),I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj,RT @andersoncooper: I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj
204691151,false,finalized,3,10/5/2012 13:33:16,Informative (Indirect),0.6801,,Informative (Direct),Gov Fallin Statement on Oklahoma Tornadoes,"RT @GovMaryFallin: ""Gov Fallin Statement on Oklahoma Tornadoes"" http://ow.ly/52fdr Stay safe! #okwx #okstorms"
204691152,false,finalized,3,10/5/2012 00:34:46,Informative (Direct or Indirect),1.0,,Informative (Direct),Southern Oklahoma:  Tornado Warnings remain in effect for Marshall County Johnston County and Love County.... http://fb.me/XFzqOM6M,Southern Oklahoma:  Tornado Warnings remain in effect for Marshall County Johnston County and Love County.... http://fb.me/XFzqOM6M
204691153,false,finalized,6,10/3/2012 16:19:12,Informative (Indirect),1.0,,Informative (Direct),Two dead from Oklahoma tornado http://www.reuters.com/article/2011/05/25/us-weather-tornadoes-midwest-idUSTRE74O03Q20110525,Two dead from Oklahoma tornado http://www.reuters.com/article/2011/05/25/us-weather-tornadoes-midwest-idUSTRE74O03Q20110525
204691154,false,finalized,3,10/5/2012 05:11:36,Informative (Indirect),0.6949,,Informative (Direct),#Tornado Kills 4 In Suburban #Oklahoma City http://bit.ly/jOaa9V,RT @NC5: #Tornado Kills 4 In Suburban #Oklahoma City http://bit.ly/jOaa9V
204691155,false,finalized,3,10/6/2012 01:39:15,Informative (Indirect),1.0,,Informative (Indirect),An E-4 possibly E-5 Tornado just touched down north of OKC. Breaking news on @CNN.,An E-4 possibly E-5 Tornado just touched down north of OKC. Breaking news on @CNN.
204691156,false,finalized,3,10/5/2012 00:57:06,Informative (Indirect),0.6633,,Other,DEVELOPING: TORNADO KILLS AT LEAST 2 NEAR BARTON COUNTY KANSAS THIS EVENING http://bit.ly/kXIJtm,DEVELOPING: TORNADO KILLS AT LEAST 2 NEAR BARTON COUNTY KANSAS THIS EVENING http://bit.ly/kXIJtm
204691157,false,finalized,4,10/5/2012 12:07:18,Informative (Direct or Indirect),0.7766,,Informative (Direct),@Miranda_Lambert El Reno OK hit hard by tornado at least 4 persons killed in Oklahoma City area,@Miranda_Lambert El Reno OK hit hard by tornado at least 4 persons killed in Oklahoma City area
204691158,false,finalized,3,10/4/2012 17:10:32,Informative (Direct),0.3768,,Informative (Indirect),TWC #Severe Weather Expert Dr. Forbes is predicting #Joplin will get hit with severe weather around 9:30 p.m. CDT. #MOwx,TWC #Severe Weather Expert Dr. Forbes is predicting #Joplin will get hit with severe weather around 9:30 p.m. CDT. #MOwx
204691159,false,finalized,3,10/4/2012 08:21:08,Personal only,0.3564,,Informative (Indirect),All this tornado stuff got boo pooped. http://t.co/s0u6tvd,All this tornado stuff got boo pooped. http://t.co/s0u6tvd
204691160,false,finalized,5,10/3/2012 13:15:32,Personal only,0.8034,,Informative (Indirect),#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?!?!?!?!?!@!#!@!#@,#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?!?!?!?!?!@!#!@!#@
204691161,false,finalized,4,10/4/2012 04:08:41,Personal only,0.4969,,Informative (Indirect),All the red x's on the tornado-destroyed buildings and cars on the news reminds me of Ferngully.,All the red x's on the tornado-destroyed buildings and cars on the news reminds me of Ferngully.
204691162,false,finalized,4,10/5/2012 13:32:50,Personal only,0.5193,,Informative (Indirect),@piersmorgan @PiersTonight @andersoncooper  #Joplin doing a great job ! #salute ! #legends,@piersmorgan @PiersTonight @andersoncooper  #Joplin doing a great job ! #salute ! #legends
204691163,false,finalized,3,10/4/2012 22:44:51,Informative (Direct),0.6682,,Informative (Indirect),El Reno Mesonet site records a wind gust of 151 mph late this afternoon!  That's a record for the Mesonet. #okwx,El Reno Mesonet site records a wind gust of 151 mph late this afternoon!  That's a record for the Mesonet. #okwx
204691164,false,finalized,3,10/5/2012 05:13:17,Other,0.6786,,Informative (Indirect),ehh ahh ahh. Kimchi. Tornado,ehh ahh ahh. Kimchi. Tornado
204691165,false,finalized,3,10/5/2012 00:37:25,Personal only,0.6749,,Informative (Direct),PLEASE DO RT @krissybri: be safe Tani! RT @tanijoy: tornado is close to my house.. *taking laptop and phone into the bathroom,PLEASE DO RT @krissybri: be safe Tani! RT @tanijoy: tornado is close to my house.. *taking laptop and phone into the bathroom
204691166,false,finalized,3,10/5/2012 11:09:56,Informative (Indirect),0.6179,,Other,Blog: Amazing readings from the mesonet station in El Reno OK http://jsmth.me/mmGCIc #okwx,Blog: Amazing readings from the mesonet station in El Reno OK http://jsmth.me/mmGCIc #okwx
204691167,false,finalized,3,10/3/2012 19:25:16,Informative (Direct or Indirect),0.6713,,Informative (Direct),Are you looking for way to help the tornado victims in Joplin Missouri. Head to BornEqual Boutique they are......,RT @Natureislempres: Are you looking for way to help the tornado victims in Joplin Missouri. Head to BornEqual Boutique they are......
204691168,false,finalized,4,10/3/2012 20:48:01,Informative (Direct),0.743,,Informative (Direct),Oh my god were scared here tornado whatch and sevire weather,Oh my god were scared here tornado whatch and sevire weather
204691169,false,finalized,3,10/5/2012 14:27:25,Personal only,0.6596,,Informative (Direct),I'm tweeting through this tornado!,I'm tweeting through this tornado!
204691170,false,finalized,3,10/3/2012 16:36:31,Informative (Direct or Indirect),0.6767,,Informative (Indirect),Storm Prediction Ctr in Norman OK evacuates as #tornado approaches transferring duties to USAF Global Weather Central a ...,RT @CNNLADavid: Storm Prediction Ctr in Norman OK evacuates as #tornado approaches transferring duties to USAF Global Weather Central a ...
204691171,false,finalized,3,10/5/2012 01:13:21,Informative (Direct or Indirect),1.0,,Informative (Direct),Another tornado warning... This time for Rockingham and Caswell counties...,Another tornado warning... This time for Rockingham and Caswell counties...
204691172,false,finalized,5,10/5/2012 05:10:02,Informative (Direct),0.5729,,Informative (Indirect),First Baptist church in #Piedmont #OK will be open as a shelter tonight. #oklahoma #okwx,RT @SabzBrach: First Baptist church in #Piedmont #OK will be open as a shelter tonight. #oklahoma #okwx
204691173,false,finalized,3,10/4/2012 04:02:27,Informative (Direct or Indirect),1.0,,Informative (Direct),SEEK SHELTER RT @NBCDFWWeather: Possible tornado approaching Keller Southlake and Colleyville.,RT @NBCDFW: SEEK SHELTER RT @NBCDFWWeather: Possible tornado approaching Keller Southlake and Colleyville.
204691174,false,finalized,5,10/3/2012 14:07:00,Informative (Direct or Indirect),0.7933,,Informative (Direct),Tornado reported in Denton County Texas near I-35 W and FM 407.,RT @TWCBreaking: Tornado reported in Denton County Texas near I-35 W and FM 407.
