,category,description,ends,event,headline,messageType,place,senderName,sent,severity,urgency
370,Met,"Wolf River near Shiocton affecting Outagamie...Shawano and Waupaca
Counties
The Flood Warning continues for
The Wolf River near Shiocton.
* At  7:30 AM Tuesday the stage was 11.4 feet.
* Flood stage is 11.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...the river will continue rising to near 12.3 feet by
early Sunday morning then begin falling.
* Impacts at 11.5 feet. There is minor flooding at the city park
along with lowland and adjacent agricultural land.",,Flood Warning,Flood Warning issued April 16 at 10:08AM CDT by NWS Green Bay WI,Update,"Waupaca, WI; Shawano, WI; Outagamie, WI",NWS Green Bay WI,2019-04-16 15:08:00,Severe,Expected
379,Met,"French Broad River At Blantyre affecting Henderson and Transylvania
Counties

River levels continue to slowly recede following the recent heavy
rainfall. No further flooding is expected at this time.
The Flood Advisory has expired for
The French Broad River At Blantyre
* At 10 AM Tuesday the stage was 15.1 feet and falling.
* Action Stage is 15.0 feet.
* Minor Flood Stage is 16.0 feet.
* FORECAST: The river crested below Minor Flood Stage at 15.7 feet.
The river will continue to fall to 12.2 feet by Wednesday morning.
* IMPACTS: At 15.0 feet: Action Stage.  Most farm fields are flooding
between the French Broad River and Brevard Rd. and between the
French Broad River and Pleasant Grove Rd..",2019-04-16 15:00:00,Flood Advisory,Flood Advisory issued April 16 at 10:57AM EDT until April 16 at 11:00AM EDT by NWS Greenville-Spartanburg SC,Update,"Transylvania, NC; Henderson, NC",NWS Greenville-Spartanburg SC,2019-04-16 14:57:00,Minor,Expected
496,Met,The Winter Weather Advisory has been cancelled and is no longer in effect.,2019-04-16 18:00:00,Winter Weather Advisory,The Winter Weather Advisory has been cancelled.,Cancel,Central Sierra; North Kings River,NWS Hanford CA,2019-04-16 14:05:00,Minor,Past
497,Met,"* WINDS...Sustained west to northwest 20 to 30 mph, with gusts
near 55 mph.

* TIMING...West to northwest winds will be strongest late this
afternoon into this evening.

* IMPACTS...Gusty winds may blow down limbs, trees, and power
lines. A few power outages are possible. Highways affected
include, but are not limited to Highway 14 and Highway 58 below
Tehachapi Pass, including the town of Mojave.",2019-04-17 06:00:00,Wind Advisory,Wind Advisory issued April 16 at 7:05AM PDT until April 16 at 11:00PM PDT by NWS Hanford CA,Update,Indian Wells Valley; Kern County Desert; Tehachapi Area,NWS Hanford CA,2019-04-16 14:05:00,Moderate,Expected
38,Met,"* WINDS...Sustained west to northwest 20 to 30 mph, with gusts
near 55 mph.

* TIMING...Gusty west to northwest winds will continue until this
evening.

* IMPACTS...Gusty winds may blow down limbs, trees, and power
lines. A few power outages are possible. Highways affected
include, but are not limited to Highway 14 and Highway 58
below Tehachapi Pass, including the town of Mojave.",2019-04-17 06:00:00,Wind Advisory,Wind Advisory issued April 16 at 3:01PM PDT until April 16 at 11:00PM PDT by NWS Hanford CA,Update,Indian Wells Valley; Kern County Desert; Tehachapi Area,NWS Hanford CA,2019-04-16 22:01:00,Moderate,Expected
32,Met,"At 352 PM PDT, Doppler radar was tracking a strong thunderstorm near
Ridgecrest, moving southeast at 30 mph.

Dime size hail and winds in excess of 40 mph will be possible with
this storm.

Locations impacted include...
Ridgecrest and China Lake Acres.",,Special Weather Statement,Special Weather Statement issued April 16 at 3:52PM PDT by NWS Hanford CA,Alert,Indian Wells Valley,NWS Hanford CA,2019-04-16 22:52:00,Moderate,Expected
25,Met,"At 429 PM PDT, Doppler radar was tracking a strong thunderstorm over
China Lake Acres, or near Ridgecrest, moving southwest at 15 mph.

Winds in excess of 40 mph will be possible with this storm.

Frequent cloud to ground lightning is occurring with this storm.
Lightning can strike 10 miles away from a thunderstorm. Seek a safe
shelter inside a building or vehicle.

Locations impacted include...
Ridgecrest, China Lake Acres, Inyokern and Indian Wells Canyon.",,Special Weather Statement,Special Weather Statement issued April 16 at 4:30PM PDT by NWS Hanford CA,Alert,Indian Wells Valley; Tehachapi Area,NWS Hanford CA,2019-04-16 23:30:00,Moderate,Expected
17,Met,"At 450 PM PDT, Doppler radar was tracking a strong thunderstorm 8
miles west of Randsburg, or 16 miles southwest of Ridgecrest, moving
south at 40 mph.

Wind gusts up to 50 mph will be possible with this storm.

Locations impacted include...
California City, Randsburg, Laurel Mountain, Government Peak and
North Edwards.",,Special Weather Statement,Special Weather Statement issued April 16 at 4:50PM PDT by NWS Hanford CA,Alert,Indian Wells Valley; Kern County Desert; Tehachapi Area,NWS Hanford CA,2019-04-16 23:50:00,Moderate,Expected
6,Met,"At 528 PM PDT, Doppler radar was tracking a strong thunderstorm 10
miles northwest of Randsburg, or 13 miles southwest of Ridgecrest,
moving south at 25 mph.

Winds in excess of 40 mph will be possible with this storm.

Locations impacted include...
California City, Randsburg and Laurel Mountain.",,Special Weather Statement,Special Weather Statement issued April 16 at 5:28PM PDT by NWS Hanford CA,Alert,Indian Wells Valley; Kern County Desert,NWS Hanford CA,2019-04-17 00:28:00,Moderate,Expected
327,Met,"Southerly winds will gradually strengthen with building seas
tonight and Thursday.
The National Weather Service in Houston/Galveston has issued a
Small Craft Advisory, which is in effect from 7 PM this evening
to 7 AM CDT Thursday.

* WINDS...south and southeast winds 15 to 20 knots with gusts
near 25 knots.

* WAVES/SEAS...4 to 6 feet nearshore and 5 to 8 feet offshore.",2019-04-18 12:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 10:23AM CDT until April 18 at 7:00AM CDT by NWS Houston/Galveston TX,Alert,Coastal waters from High Island to Freeport TX out 20 NM; Coastal waters from Freeport to Matagorda Ship Channel TX out 20 NM; Waters from Freeport to Matagorda Ship Channel TX from 20 to 60 NM; Waters from High Island to Freeport TX from 20 to 60 NM,NWS Houston/Galveston TX,2019-04-16 15:23:00,Minor,Expected
115,Met,"..Minor Coastal Flooding Possible...

.The risk of strong rip currents will persist through Thursday afternoon.
Be sure to swim near a lifeguard and stay away from rocks, piers and jetties
where the rip currents are particularly strong.

In addition, with increasing winds and seas, water levels will
become 1 to 1 1/2 feet above normal. Near times of high tide, minor
overwash of low lying coastal roads may occur. This includes
portions of the Bolivar Peninsula, Blue Water Highway and
Surfside.
The National Weather Service in Houston/Galveston has issued a
High Rip Current Risk, which is in effect through Thursday
afternoon.

* HAZARDS...Strong rip currents, elevated surf and minor coastal flooding
on Gulf facing shores.

* TIMING...Through Thursday afternoon.

* IMPACTS...Rip currents can become life threatening to anyone entering the
surf and can even sweep the strongest swimmer out to sea. Minor coastal
flooding for a few hours before and after high tide could make travel
difficult along low lying coastal roads, particularly between Surfside
and the Bolivar Peninsula.",2019-04-18 23:00:00,Rip Current Statement,Rip Current Statement issued April 16 at 2:33PM CDT until April 18 at 6:00PM CDT by NWS Houston/Galveston TX,Alert,Galveston Island and Bolivar Peninsula; Matagorda Islands,NWS Houston/Galveston TX,2019-04-16 19:33:00,Moderate,Expected
77,Met,"Southerly winds will gradually strengthen with building seas
tonight and Thursday.
* WINDS...south and southeast winds 15 to 20 knots with gusts
near 25 knots.

* WAVES/SEAS...4 to 6 feet nearshore and 5 to 8 feet offshore.",2019-04-18 12:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 3:56PM CDT until April 18 at 7:00AM CDT by NWS Houston/Galveston TX,Update,Coastal waters from High Island to Freeport TX out 20 NM; Coastal waters from Freeport to Matagorda Ship Channel TX out 20 NM; Waters from Freeport to Matagorda Ship Channel TX from 20 to 60 NM; Waters from High Island to Freeport TX from 20 to 60 NM,NWS Houston/Galveston TX,2019-04-16 20:56:00,Minor,Expected
314,Met,The Flood Warning has been cancelled and is no longer in effect.,2019-04-16 19:41:00,Flood Warning,The Flood Warning has been cancelled.,Cancel,"Madison, AL; Marshall, AL; Jackson, AL",NWS Huntsville AL,2019-04-16 15:32:00,Minor,Past
404,Met,The Flood Warning has been cancelled and is no longer in effect.,2019-04-18 06:00:00,Flood Warning,The Flood Warning has been cancelled.,Cancel,"Vermillion, IN; Parke, IN; Vigo, IN",NWS Indianapolis IN,2019-04-16 14:43:00,Minor,Past
405,Met,The Flood Warning has been cancelled and is no longer in effect.,2019-04-17 18:00:00,Flood Warning,The Flood Warning has been cancelled.,Cancel,"Monroe, IN; Greene, IN; Owen, IN",NWS Indianapolis IN,2019-04-16 14:43:00,Minor,Past
406,Met,"Wabash River...White River...

.Lowland flooding has developed and will continue to develop this
week along much of the Wabash River, as well as portions of the
White River south of Bowling Green.  Significant flooding is not
expected on any central and southern Indiana area rivers.

A potentially substantial rainfall event is expected
Thursday through Thursday night, with lighter amounts continuing
into Saturday. This rain will likely lead to renewed flooding in
areas where flooding has ended and is expected to lead to more
severe flooding than is currently ongoing.
The Flood Warning continues for
The Wabash River at Hutsonville Legacy Power Plant Site.
* until late Sunday night.
* There have been no observations in the last 24 hours.
* Flood stage is 16.0 feet.
* Minor flooding is forecast.
* Forecast...It is forecast to crest at 18.2 feet Friday morning and
will fall below flood stage by Sunday afternoon.
* At 18.0 feet...Seep water occurs behind levees on Indiana side.
Hutson Creek begins to overflow from backwater.  Old Darwin Road
and a few rural roads in eastern Clark and Crawford counties in
Illinois are impassable.  Low agricultural land floods.",2019-04-22 06:00:00,Flood Warning,Flood Warning issued April 16 at 10:43AM EDT until April 22 at 2:00AM EDT by NWS Indianapolis IN,Update,"Lawrence, IL; Crawford, IL; Knox, IN; Sullivan, IN",NWS Indianapolis IN,2019-04-16 14:43:00,Severe,Immediate
407,Met,"Wabash River...White River...

.Lowland flooding has developed and will continue to develop this
week along much of the Wabash River, as well as portions of the
White River south of Bowling Green.  Significant flooding is not
expected on any central and southern Indiana area rivers.

A potentially substantial rainfall event is expected
Thursday through Thursday night, with lighter amounts continuing
into Saturday. This rain will likely lead to renewed flooding in
areas where flooding has ended and is expected to lead to more
severe flooding than is currently ongoing.
The Flood Warning continues for
The Wabash River at Covington.
* until Thursday morning.
* At  8:45 AM Tuesday the stage was 16.1 feet.
* Flood stage is 16.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...It will rise to near 16.9 feet by this evening then
begin falling. It will fall below flood stage Wednesday evening.
* At 17.5 feet...Some low agricultural fields flood.  Backyard flood
of cottages a short distance north of U.S. Highway 136.  High water
blocks land access to at least one residence.",2019-04-18 14:24:00,Flood Warning,Flood Warning issued April 16 at 10:43AM EDT until April 18 at 10:24AM EDT by NWS Indianapolis IN,Update,"Vermillion, IN; Warren, IN; Fountain, IN; Parke, IN",NWS Indianapolis IN,2019-04-16 14:43:00,Severe,Immediate
